SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
MLS Listing,,Single Family Residential,4626 E Villa Rita Dr,Phoenix,AZ,85032,547000,3,2.0,TATUM HEIGHTS LOT 1-53 TR A,1863,5243,1992,1,294,41,Active,,,https://www.redfin.com/AZ/Phoenix/4626-E-Villa-Rita-Dr-85032/home/28335189,ARMLS,6858050,N,Y,33.6510526,-111.9805822
MLS Listing,,Single Family Residential,8149 N 13th Pl,Phoenix,AZ,85020,699990,4,2.5,VILLAS AT NORTHERN HEIGHTS,2826,4332,2004,1,248,145,Active,,,https://www.redfin.com/AZ/Phoenix/8149-N-13th-Pl-85020/home/28192078,ARMLS,6847834,N,Y,33.556433,-112.054113
MLS Listing,,Single Family Residential,3115 N 34th Pl,Phoenix,AZ,85018,649900,3,2.0,PARK VISTA,1234,6804,1955,1,527,,Active,,,https://www.redfin.com/AZ/Phoenix/3115-N-34th-Pl-85018/home/26902722,ARMLS,6856005,N,Y,33.4848178,-112.0069665
MLS Listing,,Single Family Residential,1836 W Las Palmaritas Dr,Phoenix,AZ,85021,420000,3,1.0,LAS POMARITAS,1324,12057,1934,1,317,,Active,,,https://www.redfin.com/AZ/Phoenix/1836-W-Las-Palmaritas-Dr-85021/home/27448839,ARMLS,6858029,N,Y,33.5573434,-112.0991027
MLS Listing,,Single Family Residential,728 E State Ave,Phoenix,AZ,85020,814900,4,2.0,NORTHWOOD HOMES,2073,8316,1952,1,393,,Active,,,https://www.redfin.com/AZ/Phoenix/728-E-State-Ave-85020/home/28246854,ARMLS,6856655,N,Y,33.5443644,-112.0637738
MLS Listing,,Single Family Residential,3932 E Melinda Dr,Phoenix,AZ,85050,595000,3,2.5,DESERT RIDGE SUPERBLOCK 11 PARCEL 1B,1448,2100,2008,1,411,270,Active,,,https://www.redfin.com/AZ/Phoenix/3932-E-Melinda-Dr-85050/home/27371344,ARMLS,6858020,N,Y,33.6845949,-111.9916276
MLS Listing,,Single Family Residential,5512 E Barwick Dr,Cave Creek,AZ,85331,1400000,4,3.5,MONTEVISTA,4009,13487,2014,1,349,239,Active,,,https://www.redfin.com/AZ/Cave-Creek/5512-E-Barwick-Dr-85331/home/27368516,ARMLS,6856192,N,Y,33.7576898,-111.9623993
MLS Listing,,Single Family Residential,4820 E ST John Rd,Scottsdale,AZ,85254,799000,3,2.5,ARABELLA PARCEL 1,2186,3750,2021,1,366,122,Active,,,https://www.redfin.com/AZ/Scottsdale/4820-E-St-John-Rd-85254/home/173717161,ARMLS,6857755,N,Y,33.6470283,-111.976367
MLS Listing,,Single Family Residential,5046 W Monte Cristo Ave,Glendale,AZ,85306,524900,3,2.0,WINDROSE,1729,8181,1996,1,304,,Active,,,https://www.redfin.com/AZ/Glendale/5046-W-Monte-Cristo-Ave-85306/home/27550909,ARMLS,6857812,N,Y,33.63081,-112.1674824
MLS Listing,,Single Family Residential,1011 E Amberwood Dr,Phoenix,AZ,85048,604000,4,2.0,PARCEL 11-D PHASE 1 AT THE FOOTHILLS,1953,6238,1995,1,309,35,Active,,,https://www.redfin.com/AZ/Phoenix/1011-E-Amberwood-Dr-85048/home/28033802,ARMLS,6857392,N,Y,33.3004695,-112.061878
MLS Listing,,Single Family Residential,2333 E Taxidea Way,Phoenix,AZ,85048,779000,5,3.0,DESERT BLUFFS AT MOUNTAIN PARK RANCH,2582,9631,1992,1,302,35,Active,,,https://www.redfin.com/AZ/Phoenix/2333-E-Taxidea-Way-85048/home/27476599,ARMLS,6855287,N,Y,33.3118421,-112.0324482
MLS Listing,,Single Family Residential,2209 W Adams St,Phoenix,AZ,85009,315000,2,1.0,CAPITOL ADDITION,926,7000,1921,2,340,,Active,,,https://www.redfin.com/AZ/Phoenix/2209-W-Adams-St-85009/home/27683871,ARMLS,6858009,N,Y,33.4488848,-112.1071248
MLS Listing,,Single Family Residential,3049 W Dahlia Dr,Phoenix,AZ,85029,385000,4,2.0,WESTOWN 3,1336,5923,1960,2,288,,Active,,,https://www.redfin.com/AZ/Phoenix/3049-W-Dahlia-Dr-85029/home/27205288,ARMLS,6858006,N,Y,33.602705,-112.1248309
MLS Listing,,Townhouse,3535 W Monte Cristo Ave #129,Phoenix,AZ,85053,298000,2,2.0,COPPER HILLS LOT 101A-142A 101B-160B TR A-G,1213,1399,1985,2,246,343,Active,,,https://www.redfin.com/AZ/Phoenix/3535-W-Monte-Cristo-Ave-85053/unit-129/home/173628958,ARMLS,6858000,N,Y,33.630241,-112.135614
MLS Listing,,Single Family Residential,13629 N 36th St,Phoenix,AZ,85032,580000,3,2.0,PARADISE VALLEY OASIS NO 4,1444,6416,1971,2,402,,Active,,,https://www.redfin.com/AZ/Phoenix/13629-N-36th-St-85032/home/27228596,ARMLS,6857988,N,Y,33.610479,-112.0043551
MLS Listing,,Townhouse,7240 N Dreamy Draw Dr #109,Phoenix,AZ,85020,475000,3,2.5,LEGENDS AT DREAMY DRAW,2208,1694,1998,2,215,345,Active,,,https://www.redfin.com/AZ/Phoenix/7240-N-Dreamy-Draw-Dr-85020/unit-109/home/26925261,ARMLS,6857682,N,Y,33.5438205,-112.0444846
MLS Listing,,Single Family Residential,3319 W Carter Rd,Phoenix,AZ,85041,545000,4,2.5,SANTOLINA AT SOUTH MOUNTAIN PHASE 1,2395,7513,2019,2,228,150,Active,,,https://www.redfin.com/AZ/Phoenix/3319-W-Carter-Rd-85041/home/167209171,ARMLS,6857956,N,Y,33.3818706,-112.1307578
MLS Listing,,Single Family Residential,40741 N Citrus Canyon Trl,Anthem,AZ,85086,539000,5,3.0,Anthem Parkside,2168,5630,2003,2,249,100,Active,,,https://www.redfin.com/AZ/Phoenix/40741-N-Citrus-Canyon-Trl-85086/home/27948735,ARMLS,6857924,N,Y,33.8536794,-112.1135835
MLS Listing,,Single Family Residential,5041 W Beverly Ln,Glendale,AZ,85306,359990,3,2.0,VISTA NORTH 8,1376,8663,1975,2,262,,Active,,,https://www.redfin.com/AZ/Glendale/5041-W-Beverly-Ln-85306/home/27899335,ARMLS,6857921,N,Y,33.632954,-112.1677756
MLS Listing,,Single Family Residential,12 E Foothill Dr,Phoenix,AZ,85020,1000000,4,4.5,SUNLAND,3715,8678,2002,2,269,,Active,May-3-2025 12:00 PM,May-3-2025 01:30 PM,https://www.redfin.com/AZ/Phoenix/12-E-Foothill-Dr-85020/home/27806074,ARMLS,6857909,N,Y,33.5778641,-112.0732117
MLS Listing,,Single Family Residential,1702 W Glenrosa Ave,Phoenix,AZ,85015,675000,4,2.0,EUGENE PLACE,1828,12062,1940,2,369,,Active,,,https://www.redfin.com/AZ/Phoenix/1702-W-Glenrosa-Ave-85015/home/27227680,ARMLS,6856222,N,Y,33.4995087,-112.0958467
MLS Listing,,Single Family Residential,4636 E Carmen St,Phoenix,AZ,85044,549000,4,3.0,MONTANA DEL SUR 1,2030,8307,1984,2,270,,Active,,,https://www.redfin.com/AZ/Phoenix/4636-E-Carmen-St-85044/home/27008276,ARMLS,6856174,N,Y,33.3603004,-111.9787124
MLS Listing,,Townhouse,1808 E Hayward Ave #1,Phoenix,AZ,85020,350000,2,1.5,THE POINTE,976,754,1979,2,359,488,Active,,,https://www.redfin.com/AZ/Phoenix/1808-E-Hayward-Ave-85020/unit-1/home/26878906,ARMLS,6857876,N,Y,33.5502258,-112.0428326
MLS Listing,,Townhouse,17838 N 45th Ave,Glendale,AZ,85308,304000,2,2.0,BELLAIR TOWNHOUSES UNIT 3 LOTS 5145 THRU 5204,1256,2127,1979,2,242,322,Active,,,https://www.redfin.com/AZ/Glendale/17838-N-45th-Ave-85308/home/28314988,ARMLS,6857873,N,Y,33.6485352,-112.1575958
MLS Listing,,Single Family Residential,18129 N 65th Pl,Phoenix,AZ,85054,1275000,3,3.0,PARADISE RIDGE PCD FS6,2547,6169,2018,2,501,153,Active,,,https://www.redfin.com/AZ/Phoenix/18129-N-65th-Pl-85054/home/167635226,ARMLS,6854291,N,Y,33.6515517,-111.9393627
MLS Listing,,Single Family Residential,1511 E Carol Ave,Phoenix,AZ,85020,420000,3,1.0,SAHUARO COVE,1062,5708,1972,2,395,,Active,,,https://www.redfin.com/AZ/Phoenix/1511-E-Carol-Ave-85020/home/27396836,ARMLS,6857852,N,Y,33.5723803,-112.0491799
MLS Listing,,Townhouse,14002 N 49th Ave #1040,Glendale,AZ,85306,289000,3,2.0,PINES,1160,1088,1986,2,249,206,Active,May-3-2025 10:00 AM,May-3-2025 01:00 PM,https://www.redfin.com/AZ/Glendale/14002-N-49th-Ave-85306/unit-1040/home/27010920,ARMLS,6853638,N,Y,33.6124589,-112.1643614
MLS Listing,,Condo/Co-op,1123 E Maryland Ave #4,Phoenix,AZ,85014,252000,1,2.0,SYNCOR CONDOMINIUMS,860,549,1964,2,293,350,Active,,,https://www.redfin.com/AZ/Phoenix/1123-E-Maryland-Ave-85014/unit-4/home/28310566,ARMLS,6857734,N,Y,33.5307191,-112.0570003
MLS Listing,,Townhouse,6207 N 21st Dr,Phoenix,AZ,85015,325000,2,2.0,ORANGEAIRE VILLAS,1251,2283,1974,2,260,254,Active,,,https://www.redfin.com/AZ/Phoenix/6207-N-21st-Dr-85015/home/27687271,ARMLS,6857840,N,Y,33.528214,-112.1042404
MLS Listing,,Condo/Co-op,6125 E Indian School Rd #152,Scottsdale,AZ,85251,277690,1,1.0,SCOTTSDALE CONDOMINIUMS AMD,656,681,1962,2,423,370,Active,,,https://www.redfin.com/AZ/Scottsdale/6125-E-Indian-School-Rd-85251/unit-152/home/27662007,ARMLS,6857654,N,Y,33.488238,-111.94913
MLS Listing,,Single Family Residential,4716 S Fair Ln NW,Tempe,AZ,85282,475000,4,2.0,KNOELL GARDENS AMD,1464,8973,1976,3,324,,Active,,,https://www.redfin.com/AZ/Tempe/4716-S-Fair-Ln-85282/home/26898709,ARMLS,6857829,N,Y,33.3820048,-111.9780179
MLS Listing,,Single Family Residential,2039 N 12th St,Phoenix,AZ,85006,489500,2,1.0,ROYCROFT,924,6882,1956,3,530,,Active,,,https://www.redfin.com/AZ/Phoenix/2039-N-12th-St-85006/home/27514059,ARMLS,6857825,N,Y,33.470901,-112.0561214
MLS Listing,,Single Family Residential,4312 E Mulberry Dr,Phoenix,AZ,85018,899000,3,2.0,DENNIS MANOR,1700,6913,1954,3,529,,Active,,,https://www.redfin.com/AZ/Phoenix/4312-E-Mulberry-Dr-85018/home/26902761,ARMLS,6854524,N,Y,33.487069,-111.9885177
MLS Listing,,Mobile/Manufactured Home,2233 E Behrend Dr #211,Phoenix,AZ,85024,142500,2,2.0,Boulder Ridge,1248,,2007,3,114,,Active,,,https://www.redfin.com/AZ/Phoenix/2233-E-Behrend-Dr-85024/unit-211/home/195538242,ARMLS,6857813,N,Y,33.6655297,-112.0343374
MLS Listing,,Single Family Residential,1550 W Saint Kateri Dr,Phoenix,AZ,85041,480000,3,2.0,ACACIA,1694,6050,2001,3,283,72,Active,,,https://www.redfin.com/AZ/Phoenix/1550-W-Saint-Kateri-Dr-85041/home/28020214,ARMLS,6857809,N,Y,33.385666,-112.0927631
MLS Listing,,Single Family Residential,4406 N 30 Dr,Phoenix,AZ,85017,320000,3,2.0,MISSION MANOR,1500,6303,1952,3,213,,Active,,,https://www.redfin.com/AZ/Phoenix/4406-N-30th-Dr-85017/home/27009697,ARMLS,6857807,N,Y,33.5002656,-112.1248568
MLS Listing,,Condo/Co-op,4114 E Calle Redonda -- #54,Phoenix,AZ,85018,339900,2,1.0,CAMELBACK CASTILLE REPLAT,1041,1010,1966,3,327,362,Active,,,https://www.redfin.com/AZ/Phoenix/4114-E-Calle-Redonda-85018/unit-54/home/27763862,ARMLS,6857806,N,Y,33.5090079,-111.9921363
MLS Listing,,Condo/Co-op,2025 E Campbell Ave #248,Phoenix,AZ,85016,245000,2,1.0,20TH AND CAMPBELL CONDOMINIUMS,951,924,1989,3,258,215,Active,,,https://www.redfin.com/AZ/Phoenix/2025-E-Campbell-Ave-85016/unit-248/home/27360917,ARMLS,6857790,N,Y,33.5014888,-112.0372507
MLS Listing,,Single Family Residential,16201 S 29th Ave,Phoenix,AZ,85045,1100000,3,2.5,FOOTHILLS RESERVE,3233,12360,2006,3,340,112,Active,,,https://www.redfin.com/AZ/Phoenix/16201-S-29th-Ave-85045/home/27708939,ARMLS,6854551,N,Y,33.2989891,-112.1212129
MLS Listing,,Single Family Residential,1410 S 24th Ave,Phoenix,AZ,85009,365000,4,2.0,RAINBOW VISTA,1874,6403,1957,3,195,,Active,,,https://www.redfin.com/AZ/Phoenix/1410-S-24th-Ave-85009/home/27066187,ARMLS,6857770,N,Y,33.4345593,-112.1110136
MLS Listing,,Condo/Co-op,6125 E Indian School Rd #167,Scottsdale,AZ,85251,229000,1,1.0,SCOTTSDALE CONDOMINIUMS AMD,656,672,1962,3,349,370,Active,,,https://www.redfin.com/AZ/Scottsdale/6125-E-Indian-School-Rd-85251/unit-167/home/28343153,ARMLS,6857762,N,Y,33.489462,-111.948594
MLS Listing,,Townhouse,2407 W Rue DE Lamour Ave,Phoenix,AZ,85029,325000,3,2.0,VALLE VENADO UNIT 1 MOD,1270,3143,1979,3,256,252,Active,,,https://www.redfin.com/AZ/Phoenix/2407-W-Rue-de-Lamour-Ave-85029/home/28269326,ARMLS,6857758,N,Y,33.6102175,-112.1109666
MLS Listing,,Mobile/Manufactured Home,36614 N 14th St,Phoenix,AZ,85086,475000,3,2.0,,2241,44036,1999,3,212,,Active,,,https://www.redfin.com/AZ/Phoenix/36614-N-14th-St-85086/home/27293744,ARMLS,6857757,N,Y,33.8176899,-112.0533891
MLS Listing,,Single Family Residential,6101 E Thunderbird Rd,Scottsdale,AZ,85254,925000,4,2.0,SHEA NORTH ESTATES NO. 4,2253,24843,1977,3,411,,Active,,,https://www.redfin.com/AZ/Scottsdale/6101-E-Thunderbird-Rd-85254/home/27627818,ARMLS,6857752,N,Y,33.6110643,-111.949051
MLS Listing,,Townhouse,5102 N 31st Pl #432,Phoenix,AZ,85016,340000,2,1.5,BILTMORE TERRACE CONDOMINIUMS,1224,1207,1981,3,278,762,Active,,,https://www.redfin.com/AZ/Phoenix/5102-N-31st-Pl-85016/unit-432/home/27855042,ARMLS,6857745,N,Y,33.5121766,-112.0168835
MLS Listing,,Single Family Residential,14626 N 40th Way,Phoenix,AZ,85032,486000,3,2.0,FOXDALE AMD LOT 1,1556,9292,1987,3,312,,Active,,,https://www.redfin.com/AZ/Phoenix/14626-N-40th-Way-85032/home/27429234,ARMLS,6857739,N,Y,33.6198778,-111.9943395
MLS Listing,,Single Family Residential,2205 W Gardenia Dr,Phoenix,AZ,85021,419900,3,2.0,NEW CASTLE HOMES 2A,1485,6090,1958,3,283,,Active,,,https://www.redfin.com/AZ/Phoenix/2205-W-Gardenia-Dr-85021/home/27531544,ARMLS,6851381,N,Y,33.54491,-112.1063305
MLS Listing,,Single Family Residential,1202 W Wickieup Ln,Phoenix,AZ,85027,419000,3,2.0,BEACON HILL LOT 191-251 TR A,1632,6875,1986,3,257,,Active,,,https://www.redfin.com/AZ/Phoenix/1202-W-Wickieup-Ln-85027/home/27238025,ARMLS,6857729,N,Y,33.6650172,-112.0867656
MLS Listing,,Townhouse,1023 E Sahuaro Dr,Phoenix,AZ,85020,505000,3,2.0,POINTE TAPATIO 3,1765,6259,1981,3,286,330,Active,,,https://www.redfin.com/AZ/Phoenix/1023-E-Sahuaro-Dr-85020/home/27922037,ARMLS,6857707,N,Y,33.5841118,-112.0594735
MLS Listing,,Single Family Residential,5018 E Kathleen Rd,Scottsdale,AZ,85254,729000,3,2.0,PARADISE MANOR LOT 1-136 TR A-P,1609,4706,1989,3,453,264,Active,,,https://www.redfin.com/AZ/Scottsdale/5018-E-Kathleen-Rd-85254/home/28330811,ARMLS,6857669,N,Y,33.6305281,-111.9723123
MLS Listing,,Single Family Residential,6312 N 41st Ave,Phoenix,AZ,85019,375000,3,2.0,WEST PLAZA 11 LOT 1702-1871,1554,6791,1959,3,241,,Active,,,https://www.redfin.com/AZ/Phoenix/6312-N-41st-Ave-85019/home/27656145,ARMLS,6857660,N,Y,33.5294413,-112.1473761
MLS Listing,,Single Family Residential,1363 E Clarendon Ave,Phoenix,AZ,85014,459000,3,1.5,LONGVIEW ACRES,1487,7240,1948,3,309,,Active,,,https://www.redfin.com/AZ/Phoenix/1363-E-Clarendon-Ave-85014/home/27729295,ARMLS,6857653,N,Y,33.4908769,-112.0523371
MLS Listing,,Single Family Residential,13145 N 21st Ave,Phoenix,AZ,85029,365000,3,2.0,MOON VALLEY GARDENS LOTS 205-280,2164,8135,1962,3,169,,Active,,,https://www.redfin.com/AZ/Phoenix/13145-N-21st-Ave-85029/home/27573591,ARMLS,6852412,N,Y,33.605993,-112.1036856
MLS Listing,,Townhouse,1010 E Lois Ln,Phoenix,AZ,85020,459900,2,2.0,POINTE TAPATIO 4,1608,4191,1982,3,286,336,Active,,,https://www.redfin.com/AZ/Phoenix/1010-E-Lois-Ln-85020/home/27673337,ARMLS,6857640,N,Y,33.5827481,-112.0599825
MLS Listing,,Single Family Residential,4502 W Greenway Rd,Glendale,AZ,85306,800000,5,2.0,SUNBURST FARMS 11,2471,35311,1969,3,324,,Active,,,https://www.redfin.com/AZ/Glendale/4502-W-Greenway-Rd-85306/home/27553378,ARMLS,6857637,N,Y,33.625465,-112.1557593
MLS Listing,,Single Family Residential,12210 N 67th St,Scottsdale,AZ,85254,2500000,4,3.0,DESERT ESTATES 3,3015,46432,2001,3,829,,Active,,,https://www.redfin.com/AZ/Scottsdale/12210-N-67th-St-85254/home/27466331,ARMLS,6857630,N,Y,33.5976654,-111.937566
MLS Listing,,Single Family Residential,3209 W Charleston Ave,Phoenix,AZ,85053,329900,2,1.0,UNION HILLS ESTATES 2,936,6405,1977,3,352,,Active,,,https://www.redfin.com/AZ/Phoenix/3209-W-Charleston-Ave-85053/home/27232282,ARMLS,6857620,N,Y,33.648594,-112.1281412
MLS Listing,,Townhouse,4220 N 32nd St #2,Phoenix,AZ,85018,648000,3,3.0,ARCADIA 32,1487,752,2024,3,436,275,Active,,,https://www.redfin.com/AZ/Phoenix/4220-N-32nd-St-85018/unit-2/home/193539533,ARMLS,6857612,N,Y,33.497878,-112.013326
MLS Listing,,Condo/Co-op,19601 N 7th St #2095,Phoenix,AZ,85024,217000,1,1.0,MOUNTAIN SHADOW LAKE CONDOMINIUM 2,856,496,1985,3,254,218,Active,,,https://www.redfin.com/AZ/Phoenix/19601-N-7th-St-85024/unit-2095/home/28392251,ARMLS,6857606,N,Y,33.6642819,-112.0653376
MLS Listing,,Single Family Residential,24212 N 20th Pl,Phoenix,AZ,85024,845000,4,2.5,HILLSTONE-SOUTH PARCEL 1 AMD,2577,5845,2022,3,328,135,Active,,,https://www.redfin.com/AZ/Phoenix/24212-N-20th-Pl-85024/home/177296328,ARMLS,6857601,N,Y,33.7060141,-112.0399754
MLS Listing,,Single Family Residential,26624 N 41st St,Cave Creek,AZ,85331,850000,4,2.0,TATUM HIGHLANDS PARCEL 1,2105,7475,1998,3,404,45,Active,,,https://www.redfin.com/AZ/Cave-Creek/26624-N-41st-St-85331/home/26952908,ARMLS,6857602,N,Y,33.7275547,-111.9953282
MLS Listing,,Single Family Residential,1224 E Wier Ave,Phoenix,AZ,85040,425000,3,2.0,Phoenix,1499,11135,2003,3,284,,Active,,,https://www.redfin.com/AZ/Phoenix/1224-E-Wier-Ave-85040/home/27103915,ARMLS,6857586,N,Y,33.4036623,-112.0542719
MLS Listing,,Single Family Residential,14009 N 49th Ave,Glendale,AZ,85306,359900,3,2.0,PATIO HOMES NORTH 4,1128,7337,1971,3,319,,Active,,,https://www.redfin.com/AZ/Glendale/14009-N-49th-Ave-85306/home/27654542,ARMLS,6857585,N,Y,33.612565,-112.1635512
MLS Listing,,Single Family Residential,523 W Vista Ave,Phoenix,AZ,85021,2575000,4,4.5,Pyle Estates,4831,19031,2014,3,533,,Active,,,https://www.redfin.com/AZ/Phoenix/523-W-Vista-Ave-85021/home/27588339,ARMLS,6854848,N,Y,33.5458405,-112.0812316
MLS Listing,,Single Family Residential,41715 N River Bend Rd,Phoenix,AZ,85086,1190000,4,3.5,ANTHEM UNIT 26 AMD,4017,13170,2002,3,296,526,Active,,,https://www.redfin.com/AZ/Phoenix/41715-N-River-Bend-Rd-85086/home/27905222,ARMLS,6854163,N,Y,33.8642329,-112.0971195
MLS Listing,,Townhouse,3136 E Cheryl Dr,Phoenix,AZ,85028,625000,2,2.5,ARTISAN DUETTE,1992,2677,2019,3,314,335,Active,,,https://www.redfin.com/AZ/Phoenix/3136-E-Cheryl-Dr-85028/home/167547802,ARMLS,6854619,N,Y,33.5790057,-112.0143872
MLS Listing,,Single Family Residential,1623 W Owens Way,Anthem,AZ,85086,388000,3,2.0,ANTHEM UNIT 32,1264,5200,2005,3,307,526,Active,,,https://www.redfin.com/AZ/Anthem/1623-W-Owens-Way-85086/home/27320330,ARMLS,6857219,N,Y,33.8499499,-112.0947191
MLS Listing,,Single Family Residential,5430 E Shea Blvd,Scottsdale,AZ,85254,2099000,4,4.0,ORANGE TREE ESTATES,3354,34465,1993,3,626,,Active,,,https://www.redfin.com/AZ/Scottsdale/5430-E-Shea-Blvd-85254/home/27464720,ARMLS,6856122,N,Y,33.5831239,-111.9635197
MLS Listing,,Single Family Residential,3006 N Manor Dr W,Phoenix,AZ,85014,3950000,4,5.5,COUNTRY CLUB MANOR LOT 1-8,5674,31520,1935,3,696,42,Active,,,https://www.redfin.com/AZ/Phoenix/3006-N-Manor-Dr-W-85014/home/27227029,ARMLS,6849633,N,Y,33.4827839,-112.0560194
MLS Listing,,Single Family Residential,4815 E Everett Dr,Scottsdale,AZ,85254,724999,4,2.0,Shadowridge 2,1937,10019,1979,3,374,,Active,,,https://www.redfin.com/AZ/Scottsdale/4815-E-Everett-Dr-85254/home/26996140,ARMLS,6856674,N,Y,33.6194212,-111.9770034
MLS Listing,,Single Family Residential,609 E Winter Dr,Phoenix,AZ,85020,875000,3,2.0,CLAREMONT VILLA 2,2155,10080,1959,3,406,,Active,,,https://www.redfin.com/AZ/Phoenix/609-E-Winter-Dr-85020/home/27651908,ARMLS,6856569,N,Y,33.5512088,-112.0664547
MLS Listing,,Multi-Family (2-4 Unit),1046 W Polk St,Phoenix,AZ,85007,900000,,,UNIVERSITY ADDITION,,6250,1986,4,,,Active,,,https://www.redfin.com/AZ/Phoenix/1046-W-Polk-St-85007/home/195524357,ARMLS,6857566,N,Y,33.4536591,-112.088312
MLS Listing,,Single Family Residential,3020 E Mission Ln,Phoenix,AZ,85028,1195000,4,2.0,HERITAGE HEIGHTS UNIT 2 AMD,2572,9196,1971,4,465,100,Active,May-3-2025 01:00 PM,May-3-2025 04:00 PM,https://www.redfin.com/AZ/Phoenix/3020-E-Mission-Ln-85028/home/27215602,ARMLS,6857555,N,Y,33.5709994,-112.016255
MLS Listing,,Condo/Co-op,11640 N Tatum Blvd #1095,Phoenix,AZ,85028,464900,2,2.0,ADERRA CONDOMINIUMS,1147,1158,2007,4,405,430,Active,,,https://www.redfin.com/AZ/Phoenix/11640-N-Tatum-Blvd-85028/unit-1095/home/27238313,ARMLS,6857554,N,Y,33.5934391,-111.980879
MLS Listing,,Condo/Co-op,3236 E Chandler Blvd #3031,Phoenix,AZ,85048,280000,1,1.0,MOUNTAIN CANYON CONDOMINIUM,758,854,1996,4,369,248,Active,,,https://www.redfin.com/AZ/Phoenix/3236-E-Chandler-Blvd-85048/unit-3031/home/28225041,ARMLS,6857545,N,Y,33.3064296,-112.013647
MLS Listing,,Single Family Residential,506 E Balao Dr,Phoenix,AZ,85085,689000,3,2.0,GATEWAY AT SONORAN PRESERVE,1621,6109,2020,4,425,139,Active,,,https://www.redfin.com/AZ/Phoenix/506-E-Balao-Dr-85085/home/147715026,ARMLS,6857536,N,Y,33.7671515,-112.0677538
MLS Listing,,Townhouse,1845 W Citrus Way,Phoenix,AZ,85015,325000,2,2.0,CONTINENTAL VILLAS WEST,1178,3280,1970,4,276,215,Active,,,https://www.redfin.com/AZ/Phoenix/1845-W-Citrus-Way-85015/home/27210385,ARMLS,6857531,N,Y,33.5304212,-112.0992628
MLS Listing,,Single Family Residential,8602 N 27th Ave,Phoenix,AZ,85051,365000,3,3.0,ALTA VISTA 5,1712,8168,1954,4,213,,Active,,,https://www.redfin.com/AZ/Phoenix/8602-N-27th-Ave-85051/home/28427261,ARMLS,6857528,N,Y,33.5624443,-112.1172234
MLS Listing,,Single Family Residential,1402 W Lydia Ln,Phoenix,AZ,85041,399900,3,2.0,VILLAS ESPERANZA,1245,5775,2007,4,321,70,Active,,,https://www.redfin.com/AZ/Phoenix/1402-W-Lydia-Ln-85041/home/28282472,ARMLS,6857513,N,Y,33.3873646,-112.0892454
MLS Listing,,Single Family Residential,768 E Mountain Sky Ave,Phoenix,AZ,85048,885000,6,4.0,FOOTHILLS PARCELS 10C & H LOT 1-117 TR A-G,3432,11082,1993,4,258,34,Active,,,https://www.redfin.com/AZ/Phoenix/768-E-Mountain-Sky-Ave-85048/home/27738965,ARMLS,6857503,N,Y,33.311787,-112.0634808
MLS Listing,,Single Family Residential,5815 N 10th Pl,Phoenix,AZ,85014,1200000,3,2.0,MARLEN GROVE,1820,8215,1950,4,659,,Active,,,https://www.redfin.com/AZ/Phoenix/5815-N-10th-Pl-85014/home/27213854,ARMLS,6857501,N,Y,33.5224562,-112.0594904
MLS Listing,,Townhouse,4531 W Continental Dr,Glendale,AZ,85308,310000,3,2.0,BELLAIR TOWNHOUSES UNIT 1,1143,1701,1975,4,271,322,Active,,,https://www.redfin.com/AZ/Glendale/4531-W-Continental-Dr-85308/home/27879956,ARMLS,6857500,N,Y,33.6425473,-112.1595532
MLS Listing,,Single Family Residential,12202 N 60th St,Scottsdale,AZ,85254,1650000,4,3.0,AVANT 1 UNIT 4,2986,16103,1978,4,553,,Active,,,https://www.redfin.com/AZ/Scottsdale/12202-N-60th-St-85254/home/28364438,ARMLS,6845762,N,Y,33.5972714,-111.9522772
MLS Listing,,Townhouse,4432 E Camelback Rd #120,Phoenix,AZ,85018,1495000,3,3.0,VILLAGE AT CAMELBACK MOUNTAIN,2840,4077,1978,4,526,655,Active,,,https://www.redfin.com/AZ/Phoenix/4432-E-Camelback-Rd-85018/unit-120/home/27219927,ARMLS,6857490,N,Y,33.5120477,-111.9846432
MLS Listing,,Single Family Residential,8108 N Central Ave,Phoenix,AZ,85020,1600000,4,4.5,HARMONT MANOR,3728,33781,1970,4,429,,Active,,,https://www.redfin.com/AZ/Phoenix/8108-N-Central-Ave-85020/home/26970868,ARMLS,6857474,N,Y,33.5551408,-112.0745552
MLS Listing,,Single Family Residential,3042 W Windsong Dr,Phoenix,AZ,85045,1495000,5,4.5,FOOTHILLS 80,4456,23206,2006,4,336,100,Active,,,https://www.redfin.com/AZ/Phoenix/3042-W-Windsong-Dr-85045/home/28014454,ARMLS,6857467,N,Y,33.2945488,-112.1261848
